id,original_title,popularity
890771,The Black Demon,121.002
109445,Frozen,120.95
345887,The Equalizer 2,120.637
337167,Fifty Shades Freed,120.585
425,Ice Age,120.121
210577,Gone Girl,119.853
1191902,Disco Inferno,119.638
1159204,1962 Halloween Massacre,119.503
260514,Cars 3,119.458
1118824,Mallari,118.092
436969,The Suicide Squad,117.283
10192,Shrek Forever After,116.624
724495,The Woman King,116.297
900667,ONE PIECE FILM RED,116.242
808396,God Is a Bullet,116.095
27205,Inception,115.886
383498,Deadpool 2,115.693
177572,Big Hero 6,115.66
638974,Murder Mystery 2,115.461
335984,Blade Runner 2049,115.309
620705,Crater,114.871
637649,Wrath of Man,114.318
760104,X,113.063
1146225,Escaping Paradise,112.733
49046,Im Westen nichts Neues,112.733
330457,Frozen II,112.588
800158,The Killer,112.546
613504,After We Collided,112.466
1041513,Encanto at the Hollywood Bowl,112.296
106646,The Wolf of Wall Street,112.189
912908,Strays,112.08
14160,Up,111.292
12,Finding Nemo,110.657
774825,The Ice Age Adventures of Buck Wild,110.627
1070802,Confidential Informant,110.13
736790,Chupa,110.049
798021,Family Switch,109.991
8966,Twilight,109.772
13,Forrest Gump,109.435
299537,Captain Marvel,109.337
155,The Dark Knight,109.208
573171,Huevitos Congelados,109.103
508943,Luca,108.857
206647,Spectre,108.308
337404,Cruella,108.212
810,Shrek the Third,108.133
454626,Sonic the Hedgehog,108.043
214756,Ted 2,107.556
14836,Coraline,107.429
82702,How to Train Your Dragon 2,107.279
1167913,Piglady,106.722
718930,Bullet Train,106.278
1102776,AKA,105.837
1059638,Pan Samochodzik i templariusze,105.195
138843,The Conjuring,105.031
455839,Time Trap,104.844
333339,Ready Player One,104.551
259316,Fantastic Beasts and Where to Find Them,104.306
38757,Tangled,104.138
446893,Trolls World Tour,103.846
1058063,Siksa Neraka,103.8
475557,Joker,103.555
986070,The Wrath of Becky,103.335
588228,The Tomorrow War,103.232
49013,Cars 2,103.064
584004,Resurrected,103.026
287903,Krampus,102.562
1192578,Elijo creer,102.055
1160003,Night of the Hunted,101.877
109418,Grown Ups 2,101.798
755401,Skydog,101.68
18785,The Hangover,101.55
631842,Knock at the Cabin,101.004
269149,Zootopia,100.528
1221118,Perder Es Ganar un Poco,99.932
1163258,12th Fail,99.86
370172,No Time to Die,99.671
760741,Beast,99.551
232672,Blended,99.232
68726,Pacific Rim,99.135
664341,Eileen,99.046
958182,Heroico,99.011
11,Star Wars,98.974
119450,Dawn of the Planet of the Apes,98.929
758009,Shotgun Wedding,98.589
12153,White Chicks,98.479
816904,Momias,98.255
93456,Despicable Me 2,98.221
676547,Prey for the Devil,98.188
527774,Raya and the Last Dragon,97.993
839369,May December,97.801
862,Toy Story,97.638
348,Alien,97.553
545611,Everything Everywhere All at Once,97.518
72190,World War Z,97.462
1098160,The Tank,97.361
2062,Ratatouille,97.24
954388,Arenas Mortales,97.035
244786,Whiplash,96.452
949,Heat,96.443
1186402,Strawberry Shortcake and the Beast of Berry Bog,96.099
10198,The Princess and the Frog,95.809
1105902,Los Habitantes,95.524
1146147,A Really Haunted Loud House,95.403
321612,Beauty and the Beast,95.077
16869,Inglourious Basterds,94.897
20352,Despicable Me,94.209
508442,Soul,94.097
453,A Beautiful Mind,94.011
879330,Soulmates,94.011
779782,The School for Good and Evil,93.984
497698,Black Widow,93.98
439079,The Nun,93.896
752623,The Lost City,93.373
1222560,El paseo 7,93.242
98,Gladiator,93.2
679,Aliens,93.035
339846,Baywatch,92.892
78,Blade Runner,92.88
481848,The Call of the Wild,92.873
474350,It Chapter Two,92.522
114,Pretty Woman,92.482
98566,Teenage Mutant Ninja Turtles,92.474
11224,Cinderella,91.963
10138,Iron Man 2,91.8
603,The Matrix,91.699
135397,Jurassic World,91.484
1726,Iron Man,91.445
605886,To Catch a Killer,91.422
301528,Toy Story 4,91.213
10625,Mean Girls,91.137
404368,Ralph Breaks the Internet,91.104
11324,Shutter Island,90.888
412117,The Secret Life of Pets 2,90.881
507532,Finestkind,90.653
1127087,Sijjin,90.641
485504,El Camino Christmas,90.588
823482,Dream Scenario,90.33
359724,Ford v Ferrari,89.812
649609,Renfield,89.647
602223,The Forever Purge,89.611
1165095,Trapped in the Cabin,89.606
1036561,Shadow Master,89.592
10191,How to Train Your Dragon,89.578
38365,Grown Ups,89.53
205596,The Imitation Game,89.377
951546,Reign of Chaos,89.262
10674,Mulan,88.929
176,Saw,88.868
652,Troy,88.82
420817,Aladdin,88.66
680,Pulp Fiction,88.399
912916,The Other Zoey,88.339
920081,Megaboa,88.229
624860,The Matrix Resurrections,88.203
818397,Memory,87.823
106,Predator,87.8
259693,The Conjuring 2,87.786
1171353,Viaje todo robado,87.496
284052,Doctor Strange,87.405
168259,Furious 7,87.395
629542,The Bad Guys,87.236
62177,Brave,87.001
497,The Green Mile,86.996
631843,Old,86.867
102651,Maleficent,86.276
524434,Eternals,86.269
512195,Red Notice,86.23
270946,Penguins of Madagascar,86.071
10229,A Walk to Remember,85.98
228150,Fury,85.964
1152238,Sons of Summer,85.893
39254,Real Steel,85.673
335787,Uncharted,85.625
863,Toy Story 2,85.446
646385,Scream,85.404
337339,The Fate of the Furious,85.224
1010826,El club de los lectores criminales,85.203
981316,The Elevator,84.746
10144,The Little Mermaid,84.662
615777,Babylon,84.549
960258,Shark Bait,84.474
242,The Godfather Part III,84.465
5255,The Polar Express,84.256
639933,The Northman,84.142
37135,Tarzan,84.097
1008102,Rally Road Racers,84.049
240,The Godfather Part II,84.032
581726,Infinite,83.951
550,Fight Club,83.745
1139087,Once Upon a Studio,83.617
335983,Venom,83.549
756999,The Black Phone,83.44
38700,Bad Boys for Life,82.999
260346,Taken 3,82.955
87101,Terminator Genisys,82.87
949423,Pearl,82.631
4638,Hot Fuzz,82.522
551271,Medieval,82.51
526896,Morbius,82.257
141052,Justice League,82.146
345940,The Meg,82.107
1088812,SpongeBob SquarePants Presents The Tidal Zone,81.909
379149,The Foreigner,81.835
77338,Intouchables,81.699
278927,The Jungle Book,81.342
341174,Fifty Shades Darker,81.209
955531,Hermana Muerte,80.913
49026,The Dark Knight Rises,80.873
982186,Notre tout petit petit mariage,80.724
961323,Nimona,80.623
70981,Prometheus,80.59
370663,Below Her Mouth,80.59
981314,Alien Invasion,79.971
7443,Chicken Run,79.936
190859,American Sniper,79.898
136799,Trolls,79.516
1118595,The Jester,79.384
111,Scarface,79.334
546554,Knives Out,79.279
744,Top Gun,79.209
22803,Law Abiding Citizen,79.111
940241,97 Minutes,79.02
184345,A Haunted House 2,78.785
1030987,Sympathy for the Devil,78.606
61791,Rise of the Planet of the Apes,78.592
68721,Iron Man 3,78.508
523607,Maestro,78.499
10193,Toy Story 3,78.475
105,Back to the Future,78.049
933092,The End of Sex,77.939
545609,Extraction,77.829
481084,The Addams Family,77.658
562,Die Hard,77.484
619930,Kampen om Narvik,77.455
862552,The Ritual Killer,77.419
442249,The First Purge,77.242
207,Dead Poets Society,77.224
35,The Simpsons Movie,77.205
2322,Sneakers,77.109
451048,Jungle Cruise,77.06
1078642,Bihter,76.934
1115694,Goatman,76.928
335797,Sing,76.759
508965,Klaus,76.727
615457,Nobody,76.719
524047,Greenland,76.392
566810,Dragon Kingdom,76.389
68718,Django Unchained,76.355
338958,Disenchanted,76.204
324852,Despicable Me 3,76.148
57214,Project X,75.917
272,Batman Begins,75.887
105864,The Good Dinosaur,75.715
673593,Mean Girls,75.585
11036,The Notebook,75.583
385128,F9,75.541
1584,School of Rock,75.53
6479,I Am Legend,75.428
508439,Onward,75.239
502345,Scarygirl,75.222
10195,Thor,75.213
61979,Tres metros sobre el cielo,75.086
417859,Puss in Boots,74.922
264859,Sechs Schwedinnen auf der Alm,74.809
28468,La chiave,74.795
8681,Taken,74.69
1075335,Little Bone Lodge,74.647
1022964,Candy Cane Lane,74.643
10020,Beauty and the Beast,74.442
339403,Baby Driver,74.358
420634,Terrifier,73.951
1040892,Slotherhouse,73.891
284054,Black Panther,73.888
520763,A Quiet Place Part II,73.854
884184,Consecration,73.809
1130818,Sheroes,73.578
988591,Mega Lightning,73.523
70160,The Hunger Games,73.502
564,The Mummy,73.449
375794,No Manches Frida,73.438
785084,The Whale,73.431
464052,Wonder Woman 1984,73.418
1116598,Control Zeta,73.227
550988,Free Guy,73.19
215,Saw II,72.999
667216,Infinity Pool,72.944
198184,Chappie,72.703
762504,Nope,72.632
1372,Blood Diamond,72.205
560057,The Sea Beast,72.141
769,GoodFellas,72.117
763165,The Burial,72.067
877269,Strange World,71.932
1160195,Welcome al Norte,71.932
791155,Secret Headquarters,71.865
408,Snow White and the Seven Dwarfs,71.845
281338,War for the Planet of the Apes,71.826
406990,What Happened to Monday,71.815
642885,Hocus Pocus 2,71.729
718789,Lightyear,71.684
260513,Incredibles 2,71.465
630240,Titane,71.376
953,Madagascar,71.368
10497,Bitter Moon,71.348
807,Se7en,71.328
1052939,The Boat,71.269
262500,Insurgent,71.172
1067820,Awareness,71.117
109439,The Hangover Part III,71.048
857,Saving Private Ryan,71.043
61108,Emmanuelle 6,70.917
9479,The Nightmare Before Christmas,70.662
1029549,The Slumber Party,70.623
38,Eternal Sunshine of the Spotless Mind,70.581
836225,The Exorcism of God,70.553
505026,Death on the Nile,70.45
1065671,Headspace,70.334
805320,Bird Box Barcelona,70.274
967,Spartacus,70.125
1064024,Locked In,70.05
138103,The Expendables 3,69.989
653346,Kingdom of the Planet of the Apes,69.982
1495,Kingdom of Heaven,69.873
7555,Rambo,69.745
924482,The Ledge,69.725
350,The Devil Wears Prada,69.698
916605,The Infernal Machine,69.306
629176,Samaritan,69.252
1094319,The Best Man,69.124
353577,Love at First Sight,69.086
691777,Jesus,69.073
8363,Superbad,69.059
45243,The Hangover Part II,68.79
489,Good Will Hunting,68.744
257344,Pixels,68.695
7485,Shooter,68.694
381288,Split,68.682
814776,Bottoms,68.593
218,The Terminator,68.365
1002338,Operation Napoleon,68.311
521029,Annabelle Comes Home,68.233
995906,Galaxy Games,68.096
1621,Trading Places,68.077
939243,Sonic the Hedgehog 3,67.986
49530,In Time,67.937
298250,Jigsaw,67.831
1122932,See You on Venus,67.827
549945,De Club van Lelijke Kinderen,67.81
297762,Wonder Woman,67.725
493922,Hereditary,67.69
329865,Arrival,67.59
1037858,The Soccer Football Movie,67.568
320288,Dark Phoenix,67.554
263115,Logan,67.466
273477,Scouts Guide to the Zombie Apocalypse,67.38
419430,Get Out,67.347
554596,No Manches Frida 2,67.304
37165,The Truman Show,67.165
766486,The Christmas Project 2,67.017
1109534,The Dive,67.004
640,Catch Me If You Can,66.971
4247,Scary Movie,66.9
82023,Hotel Desire,66.846
453405,Gemini Man,66.846
630586,Wrong Turn,66.746
781732,Animal,66.735
41439,Saw 3D,66.676
1189733,Holiday in the Vineyards,66.629
454640,The Angry Birds Movie 2,66.555
11970,Hercules,66.52
245891,John Wick,66.473
871,Planet of the Apes,66.397
225886,Sex Tape,66.235
870518,Sanctuary,66.175
76492,Hotel Transylvania,66.154
506574,Descendants 3,66.154
675054,MexZombies,66.151
9552,The Exorcist,66.14
1002185,A Million Miles Away,65.925
774752,The Guardians of the Galaxy Holiday Special,65.892
9806,The Incredibles,65.847
616747,Haunted Mansion,65.768
988233,Hex,65.729
1129932,Rabia,65.705
297761,Suicide Squad,65.653
12155,Alice in Wonderland,65.614
13475,Star Trek,65.543
1085218,Underverden 2,65.523
614934,Elvis,65.476
62211,Monsters University,65.451
72105,Ted,65.433
1579,Apocalypto,65.009
929,Godzilla,64.884
10528,Sherlock Holmes,64.869
345938,The Shack,64.822
293863,The Age of Adaline,64.816
920,Cars,64.658
924,Dawn of the Dead,64.516
310,Bruce Almighty,64.418
427641,Rampage,64.413
561,Constantine,64.373
217,Indiana Jones and the Kingdom of the Crystal Skull,64.327
732459,Blade of the 47 Ronin,64.114
365620,Ferrari,64.1
184315,Hercules,64.045
557950,Mainstream,64.033
928833,Craig Before the Creek,63.998
346364,It,63.931
639721,The Addams Family 2,63.92
137113,Edge of Tomorrow,63.891
577922,Tenet,63.855
65584,Aquaman,63.849
27449,Baby Face,63.725
763285,Ambulance,63.696
136476,State of Emergency,63.565
718032,Licorice Pizza,63.416
14161,2012,63.37
619778,Malignant,63.37
2758,Addams Family Values,63.298
296099,Vacation,63.23
480530,Creed II,63.163
829280,Enola Holmes 2,63.057
270303,It Follows,63.043
842544,Transfusion,62.997
81188,Rise of the Guardians,62.993
760204,The Lair,62.858
4248,Scary Movie 2,62.795
663,Saw IV,62.74
14574,The Boy in the Striped Pyjamas,62.679
1734,The Mummy Returns,62.64
522402,Finch,62.622
490132,Green Book,62.569
75656,Now You See Me,62.517
85,Raiders of the Lost Ark,62.396
2105,American Pie,62.364
3933,Corpse Bride,62.31
274479,Joy,62.296
428040,The Christmas Project,62.282
725201,The Gray Man,62.238
109451,Cloudy with a Chance of Meatballs 2,62.236
1010928,Voleuses,62.234
937278,A Man Called Otto,62.114
590223,Love and Monsters,62.098
36557,Casino Royale,61.949
44833,Battleship,61.925
76163,The Expendables 2,61.797
38575,The Karate Kid,61.784
18,The Fifth Element,61.735
139038,A Haunted House,61.57
120467,The Grand Budapest Hotel,61.201
593643,The Menu,61.152
1359,American Psycho,61.142
500,Reservoir Dogs,61.114
27578,The Expendables,61.01
1366,Rocky,60.773
296271,The Devil Conspiracy,60.723
938669,The Bell Keeper,60.642
626735,Dog,60.587
639965,Happy Times,60.506
458576,Monster Hunter,60.404
254128,San Andreas,60.274
812,Aladdin,60.239
447332,A Quiet Place,60.213
926680,Breakout,60.095
1015936,Feed,60.095
50546,Just Go with It,60.083
1007427,Night Train,60.075
585245,Clifford the Big Red Dog,60.043
531309,Brightburn,60.008
157350,Divergent,59.864
449443,Den of Thieves,59.844
841,Dune,59.839
913673,Nefarious,59.828
866463,Reptile,59.814
254,King Kong,59.645
1081662,Appendage,59.616
188927,Star Trek Beyond,59.527
146233,Prisoners,59.482
313369,La La Land,59.44
46195,Rio,59.409
297,Meet Joe Black,59.324
1131438,Fear the Invisible Man,59.321
18240,The Proposal,59.304
450465,Glass,59.191
616651,Stillwater,59.156
49519,The Croods,59.154
49521,Man of Steel,59.136
204082,Homefront,59.115
852046,Athena,58.881
1016121,Beautiful Disaster,58.879
280002,The Remaining,58.699
4232,Scream,58.647
454294,The Kid Who Would Be King,58.542
1073140,The Three Musketeers,58.514
87,Indiana Jones and the Temple of Doom,58.441
398818,Call Me by Your Name,58.412
676,Pearl Harbor,58.331
533535,Deadpool 3,58.318
423204,Angel Has Fallen,58.208
39412,Goodbye Emmanuelle,58.183
854,The Mask,58.141
944401,DogMan,58.116
961484,Last Seen Alive,58.053
68735,Warcraft,58.002
159824,Hotel Transylvania 2,57.98
109689,Tengo ganas de ti,57.959
458220,Palmer,57.947
339984,Miracles from Heaven,57.929
7451,xXx,57.922
796499,Army of Thieves,57.892
11283,Nanny McPhee,57.869
519182,Despicable Me 4,57.854
214,Saw III,57.786
1175306,Me Vuelves Loca,57.766
381284,Hidden Figures,57.593
530385,Midsommar,57.529
550205,Wish Dragon,57.478
1370,Rambo III,57.413
34851,Predators,57.398
537996,The Ballad of Buster Scruggs,57.387
40978,Emmanuelle 4,57.37
440472,The Upside,57.315
759175,The Princess,57.183
5174,Rush Hour 3,57.148
19908,Zombieland,57.073
6977,No Country for Old Men,57.038
291805,Now You See Me 2,56.992
312221,Creed,56.947
1212661,Love on the Right Course,56.858
862968,Pain Hustlers,56.848
969160,Deinfluencer,56.822
1417,El laberinto del fauno,56.792
337401,Mulan,56.791
169,Predator 2,56.54
616820,Halloween Ends,56.501
1924,Superman,56.448
44896,Rango,56.431
1077280,Die Hart,56.366
311,Once Upon a Time in America,56.323
118340,Guardians of the Galaxy,56.312
1130571,Aged,56.256
10830,Matilda,56.194
1081676,Znachor,56.183
10009,Brother Bear,56.161
63,Twelve Monkeys,56.04
17979,A Christmas Carol,56.0
995012,The Tutor,55.981
297270,Tinker Bell and the Legend of the NeverBeast,55.968
77,Memento,55.954
1070830,Una aventura gigante,55.889
1724,The Incredible Hulk,55.808
9532,Final Destination,55.783
694,The Shining,55.766
628900,The Contractor,55.759
152601,Her,55.709
855,Black Hawk Down,55.634
81672,Appassionata,55.617
11836,The SpongeBob SquarePants Movie,55.524
539972,Kraven the Hunter,55.472
240832,Lucy,55.43
846920,Street Savages,55.423
532639,Pinocchio,55.415
158015,The Purge,55.403
76617,Texas Chainsaw 3D,55.374
592695,Pleasure,55.356
616,The Last Samurai,55.332
64690,Drive,55.312
948276,Balle perdue 2,55.118
5175,Rush Hour 2,55.098
50268,Capriccio,55.037
1026563,13 exorcismos,54.93
747188,Asteroid City,54.896
9072,Little Man,54.888
760245,Foe,54.782
311324,The Great Wall,54.761
1830,Lord of War,54.756
1036619,Good Grief,54.727
9757,Norbit,54.668
1011679,Shark Side of the Moon,54.659
8078,Alien Resurrection,54.622
480414,The Curse of La Llorona,54.603
54138,Star Trek Into Darkness,54.6
242582,Nightcrawler,54.596
454983,The Kissing Booth,54.56
9714,Home Alone 3,54.473
977223,Polite Society,54.366
17654,District 9,54.323
648579,The Unbearable Weight of Massive Talent,54.306
2907,The Addams Family,54.301
360784,Hidden,54.221
597208,Nightmare Alley,54.177
1023313,La Exorcista,54.167
8358,Cast Away,54.088
981324,Island of the Dolls,54.046
228205,The Longest Ride,54.026
869,Planet of the Apes,54.005
27582,The Mechanic,54.004
50014,The Help,53.932
197,Braveheart,53.902
281957,The Revenant,53.845
338970,Tomb Raider,53.838
1091,The Thing,53.787
1885,The Karate Kid,53.729
228967,The Interview,53.7
878361,Big George Foreman,53.676
223702,Sausage Party,53.676
95,Armageddon,53.634
600,Full Metal Jacket,53.526
44741,Malizia,53.427
117263,Olympus Has Fallen,53.414
75258,Secret of the Wings,53.316
1033219,Attack on Titan,53.291
392044,Murder on the Orient Express,53.244
491926,Resistance,53.229
850165,The Iron Claw,53.196
172385,Rio 2,53.148
11969,Tombstone,53.103
273481,Sicario,53.097
927107,The Bricklayer,53.082
558915,The Color Purple,53.077
979924,On the Line,53.019
804095,The Fabelmans,53.009
286217,The Martian,52.995
339964,Valerian and the City of a Thousand Planets,52.907
921624,Gol Gana,52.884
13183,Watchmen,52.883
702621,Lullaby,52.841
865,The Running Man,52.814
866346,The Retirement Plan,52.81
846433,The Enforcer,52.776
9902,Wrong Turn,52.776
122906,About Time,52.771
346910,The Predator,52.752
522627,The Gentlemen,52.736
1111140,Two Sinners and a Mule,52.732
1206988,A Tribe Called Judah,52.706
47570,Maid in Sweden,52.703
823625,Blacklight,52.698
14001,Dead Silence,52.69
800815,The Pale Blue Eye,52.688
1265,Bridge to Terabithia,52.674
798286,Beau Is Afraid,52.612
527641,Five Feet Apart,52.611
778552,The Penitent Thief,52.56
890338,Fragmentada,52.55
1250,Ghost Rider,52.518
857879,Mount Adams,52.468
4951,10 Things I Hate About You,52.429
888,The Flintstones,52.319
745391,Love in Taipei,52.218
9982,Chicken Little,52.167
82507,Sinister,52.125
4488,Friday the 13th,52.076
4257,Scary Movie 4,52.07
10882,Sleeping Beauty,52.037
619979,Deep Water,52.01
1058732,The Simpsons Meet the Bocellis in Feliz Navidad,51.998
509967,6 Underground,51.935
43593,Piranha 3D,51.878
89,Indiana Jones and the Last Crusade,51.86
38055,Megamind,51.858
55779,Final Destination 5,51.852
4523,Enchanted,51.835
162,Edward Scissorhands,51.802
389,12 Angry Men,51.762
375588,Robin Hood,51.758
751237,Umma,51.747
364689,Ferdinand,51.731
10591,The Girl Next Door,51.671
833425,No Exit,51.644
76757,Jupiter Ascending,51.599
10340,Lady and the Tramp,51.591
2109,Rush Hour,51.589
578,Jaws,51.535
1115939,Jagged Mind,51.503
448119,Dolittle,51.485
250546,Annabelle,51.422
456740,Hellboy,51.379
634528,The Marksman,51.32
127380,Finding Dory,51.316
755566,Day Shift,51.26
9325,The Jungle Book,51.212
539,Psycho,51.145
100042,Dumb and Dumber To,51.128
399402,Hunter Killer,51.076
10555,Shark Tale,50.994
1204812,Familia,50.935
1058949,Little Dixie,50.91
222935,The Fault in Our Stars,50.904
81005,Jack the Giant Slayer,50.867
955916,Lift,50.863
4922,The Curious Case of Benjamin Button,50.819
1824,50 First Dates,50.761
969926,Jericho Ridge,50.737
318846,The Big Short,50.632
268,Batman,50.624
696806,The Adam Project,50.599
399361,Triple Frontier,50.578
878183,The Independent,50.571
1214784,Hibang,50.553
103,Taxi Driver,50.536
606856,Togo,50.535
556694,Three Thousand Years of Longing,50.529
82881,Tangled Ever After,50.464
1175212,Oliva,50.454
16996,17 Again,50.447
265208,Wild Card,50.425
64682,The Great Gatsby,50.412
714669,Run Rabbit Run,50.359
497828,Triangle of Sadness,50.33
7220,The Punisher,50.293
621,Grease,50.289
3170,Bambi,50.263
36647,Blade,50.26
87827,Life of Pi,50.254
1498,Teenage Mutant Ninja Turtles,50.25
940143,All Souls,50.224
1402,The Pursuit of Happyness,50.207
637693,Spirit Untamed,50.17
1029445,Tubero,50.164
324668,Jason Bourne,50.131
983793,Mojave Diamonds,50.079
1064098,Me he hecho viral,50.074
801335,Girl in the Basement,50.034
644124,Dampyr,49.995
1371,Rocky III,49.98
1374,Rocky IV,49.868
9837,The Prince of Egypt,49.863
76726,Chronicle,49.795
1422,The Departed,49.74
2770,American Pie 2,49.712
715931,Emancipation,49.707
474392,Samson,49.707
894205,Werewolf by Night,49.704
1271,300,49.642
740952,Savage Salvation,49.62
845659,Perfect Addiction,49.576
994143,Skinamarink,49.512
424783,Bumblebee,49.463
803114,The Requin,49.379
965150,Aftersun,49.338
629,The Usual Suspects,49.297
68737,Seventh Son,49.281
1175873,Vindicta,49.185
9820,The Parent Trap,49.183
9353,Nacho Libre,49.119
910571,Fair Play,49.059
46529,I Am Number Four,49.003
331482,Little Women,49.002
14,American Beauty,48.993
136797,Need for Speed,48.967
50544,Friends with Benefits,48.878
277217,Descendants,48.77
241259,Alice Through the Looking Glass,48.764
850871,Sayen,48.755
1094403,Malum,48.733
654974,Home Sweet Home Alone,48.704
1218066,Breath of Life,48.667
435,The Day After Tomorrow,48.611
1368,First Blood,48.6
83542,Cloud Atlas,48.577
499338,I Believe,48.561
8273,American Wedding,48.546
7512,Idiocracy,48.466
